name,neighborhood,borough,website,menu_url,notes,source
Red Rooster Harlem,Harlem,Manhattan,http://redroosterharlem.com/,,Marcus Samuelsson American/comfort-food restaurant; signature Red Line burger,uptown
Row House,Harlem,Manhattan,,,Harlem comfort-food restaurant; comfort menus typically include burgers,uptown
Shake Shack (Harlem),Harlem,Manhattan,https://www.shakeshack.com,,Fast-casual burger chain at 1 W 125th; burgers are the core menu,uptown
Sylvia's Restaurant,Harlem,Manhattan,,,Famous soul food landmark; Southern soul menus typically include a burger option,uptown
The Cecil Steakhouse,Harlem,Manhattan,,,Steakhouse at 210 W 118th; steakhouses almost always serve a burger,uptown
Vinateria,Harlem,Manhattan,,,New American restaurant in Harlem; known to serve a burger on its menu,uptown
123 Burger Shot Beer,Hell's Kitchen,Manhattan,,,Sports bar and burger joint; affordable burgers plus extensive beer list,uptown
5 Napkin Burger,Hell's Kitchen,Manhattan,,,Iconic Hell's Kitchen burger spot (630 9th Ave); the 5 Napkin Burger is the namesake dish,uptown
Bar Bacon,Hell's Kitchen,Manhattan,,,Bacon-focused American bar (836 9th Ave); bacon-cheeseburgers are the point,uptown
Galaxy Diner,Hell's Kitchen,Manhattan,,,Retro diner (665 9th Ave); classic cheeseburgers and fries,uptown
Genuine Roadside,Hell's Kitchen,Manhattan,,,Burger counter inside Gotham West Market (600 11th Ave); dedicated burger spot,uptown
Hibernia Bar,Hell's Kitchen,Manhattan,,,Irish pub (401 W 50th); pub burgers standard,uptown
Rudy's Bar & Grill,Hell's Kitchen,Manhattan,,,Famous Hell's Kitchen dive bar (627 9th Ave); free hot dogs and classic bar burgers,uptown
Shake Shack (Theater District),Hell's Kitchen,Manhattan,,,Fast-casual burger joint at 691 8th Ave; ShackBurgers,uptown
Uncle Jack's Steakhouse,Hell's Kitchen,Manhattan,,,Steakhouse on 9th Ave; steakhouses serve lunch burgers,uptown
Greywind,Hudson Yards,Manhattan,,,Dan Kluger vegetable-forward restaurant; serves a Greywind Burger with cheddar,uptown
Hudson Yards Grill,Hudson Yards,Manhattan,https://hudsonyardsgrill.com/,,American grill by Michael Lomonaco; ML's Blend Aged Prime Beef Burger on the menu,uptown
La Barra (Mercado Little Spain),Hudson Yards,Manhattan,,,Spanish food hall counter; hamburguesa-style sandwiches on Spanish menus,uptown
Queensyard,Hudson Yards,Manhattan,,,American brasserie at 20 Hudson Yards; brasserie menus typically include a burger,uptown
Shake Shack (Hudson Yards),Hudson Yards,Manhattan,https://shakeshack.com/location/hudson-yards-level-4-ny,,Fast-casual burger joint inside the Shops at Hudson Yards,uptown
Whitmans (Hudson Yards),Hudson Yards,Manhattan,,,Burger joint at 331 10th Ave; famous for the Juicy Lucy stuffed burger,uptown
Dyckman Dogs,Inwood,Manhattan,,,Hot dog and burger spot at 105-A Dyckman St; smashburgers (Dyckman Burger) on the menu,uptown
Inwood Bar & Grill,Inwood,Manhattan,,,Bar and grill at 4892 Broadway; bar-and-grill menus center on burgers,uptown
Inwood Local,Inwood,Manhattan,,,Wine bar and beer garden; beer gardens typically serve burgers,uptown
Mamajuana Cafe (Dyckman),Inwood,Manhattan,,,Latin restaurant at Dyckman St; Latin family restaurants commonly include burgers,uptown
Tryon Public House,Inwood,Manhattan,,,Gastropub at Broadway & Thayer (Dyckman area); gastropub menus typically include burgers,uptown
Tubby Hook Tavern,Inwood,Manhattan,,,Tavern; delivery listings show a classic burger and Tubby Hook Burger,uptown
Banc Cafe,Kips Bay,Manhattan,,,Irish pub at 431 3rd Ave; pub menu includes burgers,uptown
Bespoke,Kips Bay,Manhattan,,,Bar-food restaurant at 121 E 27th St,uptown
Buddy's Sports Bar,Kips Bay,Manhattan,https://www.buddysnyc.com/,,Sports bar at 354 3rd Ave; bar-grill food incl. burgers,uptown
Hill and Bay,Kips Bay,Manhattan,,,Kips Bay spot known for juicy Angus beef burgers,uptown
Kipsey's,Kips Bay,Manhattan,,,American restaurant at 438 2nd Ave,uptown
Paddy Reilly's Music Bar,Kips Bay,Manhattan,,,Irish music bar; Irish bars serve pub burgers,uptown
Penelope,Kips Bay,Manhattan,,,American restaurant at 159 Lexington Ave,uptown
Riverpark,Kips Bay,Manhattan,,,Modern American at 450 E 29th; famous dry-aged Riverpark burger,uptown
The Factory 380,Kips Bay,Manhattan,,,Sports bar in Kips Bay; sports bars serve burgers,uptown
Little Ruby's,Nolita,Manhattan,,,Nolita brunch spot at 219 Mulberry St; Whaleys Burger is a praised signature,uptown
Space Billiards,Koreatown,Manhattan,,,Pool-hall tavern on W 32nd serving burgers with live music,uptown
Benjamin Steak House,Midtown East,Manhattan,,,Steakhouse on E 41st; steakhouses almost always offer a burger,uptown
Club A Steakhouse,Midtown East,Manhattan,,,Steakhouse famed for its 10oz dry-aged Club A Cheeseburger,uptown
Holy Cow Burgers,Midtown East,Manhattan,,,Halal fast-food burger joint at 906 3rd Ave,uptown
International Burgers,Midtown East,Manhattan,,,Burger spot with global flavors incl. Japanese wagyu and American cheeseburgers,uptown
Monkey Bar,Midtown East,Manhattan,,,Classic Midtown East steakhouse; praised for its burgers,uptown
Moonstruck Eatery,Midtown East,Manhattan,https://www.moonstruckdinernycmidtown.com/,,Diner; known for a juicy Classic Burger on a brioche bun,uptown
New York Luncheonette,Midtown East,Manhattan,http://www.newyorkluncheonette.com/,,Classic American diner serving a Classic Burger,uptown
Smith & Wollensky,Midtown East,Manhattan,,,Midtown East steakhouse; bar menu includes a burger,uptown
Sparks Steak House,Midtown East,Manhattan,,,Steakhouse on E 46th; steakhouses almost always offer a burger,uptown
The Grill,Midtown East,Manhattan,,,Upscale American steakhouse; bar menu typically includes a burger,uptown
The Horny Ram,Midtown East,Manhattan,,,Bar/brunch spot; serves burgers including a pancake burger and fried fish burger,uptown
The Lunch Box,Midtown East,Manhattan,,,Casual Midtown East spot; known for its Rodeo Burger,uptown
The Naked Pig,Midtown East,Manhattan,,,Bar serving smash burgers including a French-toast burger,uptown
Townhouse Diner,Midtown East,Manhattan,https://townhousediner.netwaiter.com/,,Classic family-run Midtown East diner; cheeseburger is a menu staple,uptown
Turtle Bay Tavern,Midtown East,Manhattan,,,Elevated sports bar; reviewers call its smash burger among the best in NYC,uptown
American Whiskey,Midtown West,Manhattan,,,Whiskey bar (247 W 30th); bar food centered on burgers,uptown
Benjamin Steakhouse Prime,Murray Hill,Manhattan,,,Steakhouse at 23 E 40th St; steakhouses serve lunch burgers,uptown
Benoit New York,Midtown West,Manhattan,,,Upscale French bistro (60 W 55th); its cheeseburger with bacon and caramelized onions is a known highlight,uptown
Brooklyn Diner,Midtown West,Manhattan,,,Classic NYC diner at 212 W 57th; burgers are a staple,uptown
Bryant Park Grill,Midtown West,Manhattan,,,American restaurant at Bryant Park; burgers are core to its American menu,uptown
Burgerology Midtown,Midtown West,Manhattan,,,Burger joint at 320 W 36th (connected to Crowne Plaza); dedicated burger restaurant,uptown
Del Frisco's Double Eagle Steakhouse,Midtown West,Manhattan,https://www.delfriscos.com/location/del-friscos-double-eagle-steakhouse-new-york-ny/,,Midtown steakhouse at 1221 6th Ave; steakhouses serve lunch burgers,uptown
Gallagher's Steakhouse,Midtown West,Manhattan,,,Storied Times Square chophouse (228 W 52nd); house-blend burger on the lunch menu,uptown
Hudson Yards Tavern,Midtown West,Manhattan,,,American tavern at 360 9th Ave; Tavern Burger and specialty burgers on the menu,uptown
Jack Dempsey's,Midtown West,Manhattan,,,Irish pub (36 W 33rd); pub fare with burgers,uptown
McGee's,Midtown West,Manhattan,,,Pub at 240 W 55th; classic pub burgers,uptown
Mustang Harry's,Midtown West,Manhattan,,,Irish sports bar (352 7th Ave); burgers are pub staples,uptown
Parker & Quinn,Midtown West,Manhattan,,,American restaurant at 62 W 39th; New American menus typically include a burger,uptown
Porter House Bar and Grill,Midtown West,Manhattan,,,Michael Lomonaco steakhouse at 10 Columbus Circle; bar-and-grill burgers standard,uptown
Skylight Diner,Midtown West,Manhattan,,,Classic diner at 402 W 34th; burgers are a staple,uptown
Stout NYC,Midtown West,Manhattan,,,"Irish pub and sports bar, Penn Station flagship at 213 W 35th St (moved from W 33rd St); pub burgers standard",uptown
The Liberty NYC,Midtown West,Manhattan,,,American bar at 29 W 35th; bar-and-grill menu with burgers,uptown
Community Food & Juice,Morningside Heights,Manhattan,,,New American cafe on Broadway; American cafe fare typically includes a burger,uptown
Shake Shack (Morningside Heights),Morningside Heights,Manhattan,https://www.shakeshack.com,,Fast-casual burger chain at 2957 Broadway; burgers are the core menu,uptown
The Heights Bar & Grill,Morningside Heights,Manhattan,,,American bar and grill; classic bar food menus include burgers,uptown
Tom's Restaurant,Morningside Heights,Manhattan,,,Iconic Seinfeld-era diner at 2880 Broadway; classic diners serve burgers,uptown
At The Office,Murray Hill,Manhattan,,,"Upscale sports bar at 160 E 38th St, opened April 2026 beside The Consulate (same address); sports bars serve burgers",uptown
Bareburger,Murray Hill,Manhattan,,,Organic burger chain with a Murray Hill location,uptown
Black Sheep,Murray Hill,Manhattan,,,Irish sports pub; Irish pubs serve pub burgers,uptown
Black Tap Craft Burgers & Beer,Murray Hill,Manhattan,https://blacktap.com/,,Award-winning burger joint with a Murray Hill location,uptown
Blue Haven East,Murray Hill,Manhattan,,,American restaurant at 493 3rd Ave; American menus include burgers,uptown
Cask Bar & Kitchen,Murray Hill,Manhattan,,,American gastropub at 167 E 33rd; gastropubs serve burgers,uptown
Jackson Hole Burgers,Murray Hill,Manhattan,,,Classic big-burger joint est. 1972 (locations on 3rd Ave and 35th St),uptown
Leslie New American,Murray Hill,Manhattan,,,New American restaurant on 3rd Ave; American menus include burgers,uptown
Mulligan's Pub,Murray Hill,Manhattan,,,Irish pub; reviewers praise its fresh burgers,uptown
Tara Rose,Murray Hill,Manhattan,,,Murray Hill bar; bar food includes pub burgers,uptown
Ted's Corner Tavern,Murray Hill,Manhattan,,,Tavern on 3rd Ave at 35th St; taverns typically serve burgers,uptown
Black Barn,NoMad,Manhattan,,,Rustic American restaurant; Black Barn burger is a signature,uptown
Johny's Luncheonette,NoMad,Manhattan,,,Diner/luncheonette at 124 W 25th; diners serve burgers,uptown
PLNT Burger,NoMad,Manhattan,https://www.plntburger.com/location/nomad,,Plant-based burger chain with a NoMad location,uptown
Portrait Bar,NoMad,Manhattan,,,Bar in the Fifth Avenue Hotel; known for its dry-aged burger,uptown
Skinny Louie,NoMad,Manhattan,,,Smash-burger joint at Broadway & 26th; 2025 SOBEWFF Very Best Burger winner,uptown
Swingers NoMad,NoMad,Manhattan,,,Mini-golf venue serving Emmy Squared burgers incl. Le Big Matt,uptown
Anything At All,Roosevelt Island,Manhattan,,,New American restaurant in the Graduate Roosevelt Island hotel; burger-standard fare,uptown
Granny Annie's Bar and Kitchen,Roosevelt Island,Manhattan,,,Categorized 'Bar Burgers Sandwiches' at 425 Main St; burgers in the name/category,uptown
Jus' Bad Food,Roosevelt Island,Manhattan,,,American restaurant on Main St; American menus typically include burgers,uptown
NISI Bistro,Roosevelt Island,Manhattan,http://nisibistro.com/,,Greek-American diner at 549 Main St with a build-your-own burger menu,uptown
The Panorama Room,Roosevelt Island,Manhattan,,,Rooftop bar at Graduate Roosevelt Island; bar-food menu with burgers expected,uptown
Black Iron Burger,Times Square,Manhattan,,,Dedicated burger joint at 250 W 54th; build-your-own burgers and craft cocktails in the Theater District,uptown
Dave & Buster's Times Square,Times Square,Manhattan,,,Sports bar/entertainment venue; burgers are core menu items,uptown
Ellen's Stardust Diner,Times Square,Manhattan,,,Retro diner with singing waitstaff; classic burgers and fries,uptown
Farm to Burger,Times Square,Manhattan,http://www.alizhotel.com/dining/farm-to-burger,,Burger-forward hotel restaurant on the ground floor of Aliz Hotel Times Square,uptown
Glass House Tavern,Times Square,Manhattan,,,Theater District tavern (252 W 47th); tavern fare centered on burgers,uptown
Handcraft Burgers and Brew,Times Square,Manhattan,https://handcraftburgers.com/,,Smash-burger joint with craft brews at 110 W 40th; Certified Angus burgers,uptown
Hard Rock Cafe Times Square,Times Square,Manhattan,,,Rock-and-roll restaurant chain at 1501 Broadway; burgers are signature items,uptown
Hurley's,Times Square,Manhattan,,,Classic Times Square Irish pub (232 W 48th); pub burgers standard,uptown
Jimmy's Corner,Times Square,Manhattan,,,Boxing dive bar at 140 W 44th; simple pub burgers standard,uptown
Joe Allen,Times Square,Manhattan,,,Classic Theater District restaurant; famous burgers for the pre-theater crowd,uptown
Junior's Restaurant,Times Square,Manhattan,,,Times Square institution at 1515 Broadway; deli-style burgers standard on the menu,uptown
McHale's Bar & Grill,Times Square,Manhattan,,,Sports bar at 251 W 50th; bar-and-grill menus always include burgers,uptown
Red Flame Diner,Times Square,Manhattan,,,Long-running Midtown diner (67 W 44th St); classic diner burgers,uptown
Sardi's,Times Square,Manhattan,,,Old-school Theater District haunt (234 W 44th); lunch burgers served to the Broadway crowd,uptown
The Lambs Club,Times Square,Manhattan,,,Chatwal hotel American restaurant; New American restaurants of this type nearly always serve a burger,uptown
The Mean Fiddler,Times Square,Manhattan,,,Irish pub on Restaurant Row (266 W 47th); pubs like this serve burgers,uptown
The Rum House,Times Square,Manhattan,,,Hotel Edison cocktail bar with a full American bar menu; burgers standard fare,uptown
Times Square Diner,Times Square,Manhattan,,,Classic NYC diner at 807 8th Ave; specialty hamburgers plus build-your-own burgers,uptown
West Bank Cafe,Times Square,Manhattan,,,Theater District bistro at 407 W 42nd; American bistro serving burgers,uptown
Bareburger,Upper East Side,Manhattan,,,"Organic burger chain at 1681 1st Ave (beef, bison, veggie)",uptown
Bedford Falls,Upper East Side,Manhattan,,,"UES bar at 206 E 67th St; full bar menu, burgers likely",uptown
Cafe Luka,Upper East Side,Manhattan,,,Neighborhood diner/cafe at 1317 1st Ave,uptown
Chez Nick,Upper East Side,Manhattan,,,Cozy UES spot at 1737 York Ave; reviews single out its top-tier burger,uptown
Doc Watson's,Upper East Side,Manhattan,http://docwatsonsnyc.com/,,Irish-style pub at 1490 2nd Ave; reviewers praise its burger,uptown
East End Bar & Grill,Upper East Side,Manhattan,http://www.eastendbar.com/,,UES sports bar; double smash cheeseburger on the menu,uptown
EJ's Luncheonette,Upper East Side,Manhattan,,,1940s-style diner at 1271 3rd Ave; classic burgers and sandwiches,uptown
Emmy Squared (UES),Upper East Side,Manhattan,,,Detroit-style pizzeria whose Le Big Matt burger is cited as one of the city's best,uptown
Gracie Mews Diner,Upper East Side,Manhattan,,,Diner at 1550 1st Ave; burgers and fries are diner staples,uptown
Horn's Hook Tavern,Upper East Side,Manhattan,,,Tavern at 1589 1st Ave; classic tavern burger fare,uptown
Jackson Hole,Upper East Side,Manhattan,,,Classic NYC burger restaurant; hand-scooped made-to-order burgers at its UES spot,uptown
J.G. Melon,Upper East Side,Manhattan,https://jgmelon-nyc.com,,Iconic cash-only pub (since 1972); Bobby Flay's favorite cheeseburger in NYC,uptown
Lexington Candy Shop,Upper East Side,Manhattan,,,Historic 1925 luncheonette/diner; classic diner fare including burgers,uptown
Midnight Express Diner,Upper East Side,Manhattan,http://www.midnightexpressdiner.com,,24/7 UES diner at 1715 2nd Ave; Angus burgers on the menu,uptown
Orsay,Upper East Side,Manhattan,http://www.orsayrestaurant.com/,,French brasserie at 1057 Lexington; its burger is called the best in the UES,uptown
Quality Eats (UES),Upper East Side,Manhattan,,,Steakhouse on 2nd Ave; menu includes a Butcher's Cut Burger with slab bacon,uptown
Ritz Diner,Upper East Side,Manhattan,,,UES diner at 1133 1st Ave; diner burgers standard,uptown
Shake Shack (UES),Upper East Side,Manhattan,https://shakeshack.com/location/upper-east-side-ny,,Fast-casual Angus burgers at 154 E 86th St,uptown
Sin City Burger,Upper East Side,Manhattan,https://sincityburgernyc.com,,Burger haven on E 76th; S.I.N. double-meat burger and pulled-ribeye sliders,uptown
Sojourn,Upper East Side,Manhattan,,,Bar/restaurant at 244 E 79th St with American bar food,uptown
The Mansion,Upper East Side,Manhattan,,,Neighborhood diner at 1634 York Ave,uptown
The Penrose,Upper East Side,Manhattan,,,Gastropub at 1590 2nd Ave; burgers are standard gastropub fare,uptown
The Stumble Inn,Upper East Side,Manhattan,https://www.thestumbleinnnyc.com/,,"Sports bar famous for stuffed burgers (The Stuffed Stumbler, Cheese Monster)",uptown
Treadwell Park,Upper East Side,Manhattan,,,Craft beer hall at 1125 1st Ave; beer-hall food (burgers) expected,uptown
5 Napkin Burger (UWS),Upper West Side,Manhattan,,,2315 Broadway burger spot; OpenTable reviewers call its burger 'one of the best ever',uptown
Amsterdam Ale House,Upper West Side,Manhattan,,,Cited in a 'best burger in NYC' writeup; English-muffin-bun burger,uptown
Arte Cafe,Upper West Side,Manhattan,,,Bistro/cafe at 106 W 73rd St; bistro-style American menu,uptown
Cafe Luxembourg,Upper West Side,Manhattan,http://www.cafeluxembourg.com/,,French bistro at 200 W 70th St famous for the Luxemburger,uptown
Florentin,Upper West Side,Manhattan,,,Chic neo-American bistro; classic bistro fare including burgers likely,uptown
Fred's,Upper West Side,Manhattan,,,Cozy American bistro and neighborhood bar at 476 Amsterdam Ave,uptown
Holy Cow Burgers,Upper West Side,Manhattan,,,Halal smashburger chain at 23 W 100th St,uptown
Jacob's Pickles,Upper West Side,Manhattan,,,Southern comfort spot at 680 Columbus Ave; smashburger on the menu per reviews,uptown
Lion's Head Tavern,Upper West Side,Manhattan,http://www.lionsheadnyc.com/,,Gastropub/sports tavern at 995 Amsterdam Ave; signature Lion's Head Burger,uptown
Maison Pickle,Upper West Side,Manhattan,,,American bistro with patty melt and comfort food at 2309 Broadway,uptown
Malachy's Irish Pub,Upper West Side,Manhattan,https://www.malachysirishpub.com/,,"Classic Irish pub at 103 W 72nd St; serves a 1/4 lb burger, well-reviewed burgers",uptown
McAleer's Pub,Upper West Side,Manhattan,,,UWS Irish pub; its Bacon Bacon Burger was reviewed by Burger Weekly,uptown
Sarabeth's (UWS),Upper West Side,Manhattan,,,American staple at 423 Amsterdam Ave; brunch/lunch menu with burgers likely,uptown
Shake Shack (UWS),Upper West Side,Manhattan,https://shakeshack.com/location/upper-west-side-ny,,Angus burgers at 366 Columbus Ave; called 'best burger slinger the UWS has ever seen',uptown
Tavern on the Green,Upper West Side,Manhattan,,,Classic Central Park tavern in W 67th St; quintessential American tavern fare,uptown
Tessa,Upper West Side,Manhattan,,,Modern American restaurant with Mediterranean influences at 349 Amsterdam Ave,uptown
The Milling Room,Upper West Side,Manhattan,,,American bistro at 446 Columbus Ave,uptown
The Ribbon,Upper West Side,Manhattan,,,Neighborhood American restaurant with broad menu at 20 W 72nd St,uptown
Viand Cafe,Upper West Side,Manhattan,http://www.viandnyc.com,,Classic old-school coffee-shop diner at 2130 Broadway; diner burgers,uptown
Willet's Corner,Upper West Side,Manhattan,,,New American bistro at 420 Amsterdam Ave,uptown
Burger Heights,Washington Heights,Manhattan,http://www.burgerheights.com/,,Dedicated gourmet burger joint at 177 Wadsworth Ave,uptown
Dallas BBQ,Washington Heights,Manhattan,,,BBQ chain at 166th & Broadway; BBQ chains typically serve burgers,uptown
Fort Washington Public House,Washington Heights,Manhattan,,,Neighborhood pub noted in reviews for burgers,uptown
Le Cheile,Washington Heights,Manhattan,,,Irish pub; pub menus typically include burgers,uptown
Locksmith Wine & Burger Bar,Washington Heights,Manhattan,,,Wine and burger bar; burgers are in the name,uptown
Malecon Restaurant,Washington Heights,Manhattan,,,Dominican restaurant chain; large Latin family menus typically include burgers,uptown
Mambi Steakhouse,Washington Heights,Manhattan,,,Dominican steakhouse at 4181 Broadway; steakhouses and Dominican family spots often serve burgers,uptown
The Grange,Washington Heights,Manhattan,,,American pub at 1635 Amsterdam Ave; pub menus typically include burgers,uptown
WaHi Diner,Washington Heights,Manhattan,,,Classic NYC diner at Broadway & 164th; diners serve burgers,uptown
Bun Haus,Williamsburg,Brooklyn,,,Korean-American twist burgers; Kimcheez burger,outer
Mekelburg's,Williamsburg,Brooklyn,,,Specialty food shop + craft beer bar; Double Butter Burger,outer
Juanchi's Burger,Williamsburg,Brooklyn,,,American/Venezuelan burger spot on S 1st St,outer
Frita Batidos,Williamsburg,Brooklyn,,,Cuban fritas (fry-topped burgers) + tropical shakes,outer
DuMont Burger,Williamsburg,Brooklyn,http://www.dumontburger.com/,,Burger + sandwich spot on Bedford Ave,outer
Burger Bhai,Flatbush,Brooklyn,,,Halal smash burgers with desi twist at 1017 Cortelyou Rd (Ditmas Park); spicy mint chutney burger,outer
Cozy Royale,Williamsburg,Brooklyn,,,Meat Hook butcher beef cheeseburgers; limited dry-aged burger,outer
Allswell,Williamsburg,Brooklyn,,,One of the best burgers in Williamsburg per Infatuation,outer
Blue Collar,Bushwick,Brooklyn,,,In-N-Out style burgers; best onion rings per Eater,outer
Nowon Bushwick,Bushwick,Brooklyn,,,Korean-American gastropub; legendary kimchi cheeseburger,outer
Lori Jayne,Bushwick,Brooklyn,,,Dive bar in back of Alphaville; quarter-pound cheeseburger,outer
Grilled!,Bushwick,Brooklyn,,,Vegan burger spot across from Maria Hernandez Park,outer
Blue Hour,Bushwick,Brooklyn,,,Halal double smashburger at BP gas station on Myrtle,outer
Bonnie's Grill,Park Slope,Brooklyn,,,Counter diner; Angus/turkey/veggie burgers + wings,outer
Harlem Shake,Park Slope,Brooklyn,https://harlemshake.com/harlem-shake-brooklyn/,,Retro burger joint; Hot Mess smashburger,outer
Little Purity,Park Slope,Brooklyn,,,Classic diner; great burgers with spicy pickles,outer
Purity Diner,Park Slope,Brooklyn,,,Old-school diner with loyal neighborhood crowd,outer
Putnam's Pub,Fort Greene,Brooklyn,,,Elevated pub fare for brunch lunch and dinner,outer
Sailor,Fort Greene,Brooklyn,,,American bistro,outer
SluttyVegan Brooklyn,Fort Greene,Brooklyn,,,Plant-based fast food burger spot on Fulton St,outer
Stackd Burger,Fort Greene,Brooklyn,https://stackdburgernyc.com,,Burger + wings spot on Nevins St,outer
Ramblin' Chick,Carroll Gardens,Brooklyn,https://www.ramblinchick.com/,,Chicken smash burgers; CGBG-style smash menu,outer
Madcap Cafe,Carroll Gardens,Brooklyn,,,Cafe; Carroll Gardens Burger (CGBG),outer
BIGTINY,Carroll Gardens,Brooklyn,,,French bistro; Jolie burger with fries,outer
Swoony's,Carroll Gardens,Brooklyn,,,American bistro; double smash patty on Portuguese roll,outer
Cafe Spaghetti,Carroll Gardens,Brooklyn,,,Italian spot from Swoony's chef; likely burger,outer
two8two Bar & Burger,Cobble Hill,Brooklyn,,,Hatch green chile cheeseburger on Atlantic Ave,outer
8-Bit Bites,Cobble Hill,Brooklyn,https://www.8bitbitesbk.com/,,Retro arcade diner; halal smash burgers,outer
Bareburger Cobble Hill,Cobble Hill,Brooklyn,,,Organic build-your-own burgers on Court St,outer
Blue Collar Cobble Hill,Cobble Hill,Brooklyn,,,Blue Collar's outpost at 187 Court St,outer
Henry Public,Cobble Hill,Brooklyn,,,Grass-fed burgers; classic cocktails,outer
Belli Osteria,Clinton Hill,Brooklyn,,,Italian restaurant; grass-fed Angus beef burgers,outer
Meme's Diner,Prospect Heights,Brooklyn,,,Neighborhood diner; veggie burger,outer
Maison Yaki,Prospect Heights,Brooklyn,,,French yakitori fusion; Raclette Wagyu Burger,outer
Branded Saloon,Prospect Heights,Brooklyn,,,Bar; Branded Burger with maple glaze bacon,outer
Patti Ann's,Prospect Heights,Brooklyn,,,Midwestern-style restaurant; smash burger,outer
Gertrude's,Prospect Heights,Brooklyn,,,Brooklyn bistro; Gertrude burger on challah bun,outer
Boeuf & Bun,Crown Heights,Brooklyn,,,Artisanal burger lab; house-ground burgers,outer
Dutch Boy Burger,Crown Heights,Brooklyn,,,Laid-back burger joint next to Franklin Park,outer
Café Rue Dix,Crown Heights,Brooklyn,,,Spiced ribeye burger,outer
Tom's Restaurant,Crown Heights,Brooklyn,,,Iconic diner; Tom Burger deluxe,outer
Little Grenjai,Bed-Stuy,Brooklyn,,,Thai American diner; pad krapow smash burger (lunch only),outer
Hart's,Bed-Stuy,Brooklyn,,,Lamb burger with anchovies; mini-empire of cozy spots,outer
The Fly,Bed-Stuy,Brooklyn,,,Sister restaurant of Hart's; likely burger,outer
Home Frite,Bed-Stuy,Brooklyn,,,Award Winning Cheeseburger; boozy milkshakes,outer
The Burger Bistro,Bay Ridge,Brooklyn,http://www.theburgerbistro.com/,,Build-your-own burgers; 3rd Ave institution,outer
Bean Post Pub,Bay Ridge,Brooklyn,http://beanpostpub.com/,,Pub; Bay Ridge's best wings burgers & beer,outer
Bay Ridge House of Wings,Bay Ridge,Brooklyn,,,Smash burgers + wings on 3rd Ave,outer
Pipin's Pub,Bay Ridge,Brooklyn,https://www.pipinsbayridge.com/,,Landmark gastropub; Pipin Burger,outer
New Dyker Restaurant,Bensonhurst,Brooklyn,http://www.newdykerrestaurant.com/,,Diner; charbroiled burgers,outer
Butcher's Burger,Bensonhurst,Brooklyn,,,Burger joint; viral FRENCHINATOR sandwich,outer
Parkview Diner,Bensonhurst,Brooklyn,parkviewdiner.com,,Voted Brooklyn's best diner; classic burgers,outer
BurgerFi,Bensonhurst,Brooklyn,,,Burger chain on 86th St,outer
Bernie's,Greenpoint,Brooklyn,,,Smash burgers with special sauce; draw-on tables,outer
The Snail,Greenpoint,Brooklyn,,,New restaurant; acclaimed double patty burger,outer
20 Grams Cafe,Greenpoint,Brooklyn,,,Viral $2.55 cheeseburger at Jubilee Marketplace,outer
Tørst,Greenpoint,Brooklyn,,,Danish tavern; dry-aged burger with smoked tomato jam,outer
Gator,Greenpoint,Brooklyn,,,Contemporary American; burger with miso tempura mushroom,outer
Shake Shack Dumbo,Dumbo,Brooklyn,,,Chain; burgers under the Brooklyn Bridge,outer
Ingas Bar,Brooklyn Heights,Brooklyn,,,Neighborhood restaurant from Ingas people,outer
Cafe Kestrel,Red Hook,Brooklyn,,,$32 brisket-blend peppercorn burger,outer
Hometown Bar-B-Que,Red Hook,Brooklyn,,,Famed pitmaster's spot; tavern-adjacent burger,outer
Tavern Next Door,Red Hook,Brooklyn,,,Sister tavern to Red Hook Tavern; exceptional burgers,outer
Tex's Chicken & Burgers,Sunset Park,Brooklyn,,,Fried chicken + burgers on 5th Ave,outer
Sea Witch,Sunset Park,Brooklyn,,,Bar with elevated pub fare,outer
Korzo,Sunset Park,Brooklyn,,,Eastern European; deep-fried lángos burgers,outer
Moes Pastrami & Burgers,Flatbush,Brooklyn,,,Pastrami + burgers on Flatbush Ave,outer
Sunset Bagel,Flatbush,Brooklyn,,,24/7 bagel spot; Murder Burger,outer
Shake Shack Flatbush,Flatbush,Brooklyn,,,Chain; across from Barclays Center,outer
Butcher Bar,Astoria,Queens,,,BBQ smokehouse with famous smoked burgers; best BBQ in NYC contender,outer
Petey's Burger,Astoria,Queens,http://www.peteysburger.com/,,In-N-Out-style double cheeseburger spot; also has LIC location,outer
Burger Club,Astoria,Queens,http://www.burger-club.com/,,Bison and hanger-steak burgers with shakes,outer
Holy Burger,Astoria,Queens,https://www.holyburger.nyc/holyburger-astoria-location,,Smash burgers and late-night bites at 23-14 36th Ave,outer
Bareburger,Astoria,Queens,,,Organic/bison/elk burgers regional chain,outer
OG Burger Box,Astoria,Queens,,,Halal grass-fed smash burgers,outer
Bel Aire Diner,Astoria,Queens,,,Classic Greek diner,outer
Bohemian Hall & Beer Garden,Astoria,Queens,,,Historic 1910 beer garden with burgers on menu,outer
Cronin & Phelan's,Astoria,Queens,,,Irish pub with burgers,outer
Irish Rover,Astoria,Queens,,,Irish pub with burgers,outer
The Baroness,Long Island City,Queens,,,Craft beer bar with 10+ burger combos; voted #1 burger in Queens by some lists,outer
Petey's Burger,Long Island City,Queens,http://www.peteysburger.com/,,Second Queens location of In-N-Out-style burger spot,outer
Bareburger,Long Island City,Queens,,,Organic/bison/elk burgers regional chain,outer
